iso3,location_name,region_name,year,number_suicides_2021,crude_suicide_rate_2021,age_standardized_suicide_rate_2021,data_quality,income_group,age_name,gbd_addiction_death_rate_both,gbd_addiction_death_rate_female,gbd_addiction_death_rate_male,gbd_depression_dalys_rate_both,gbd_selfharm_death_rate_female,gbd_selfharm_death_rate_male,gbd_year
ARG,Argentina,Region of the Americas,2021,3594,7.9,7.7,Medium,UMI,25+ years,1.027971938168997,0.2764351736777867,1.9155263641171183,946.7264297091872,5.219733162428349,24.33537638667779,2023
ARG,Argentina,Region of the Americas,2021,3594,7.9,7.7,Medium,UMI,<20 years,1.027971938168997,0.2764351736777867,1.9155263641171183,529.1635962912635,2.293658726977419,5.383731285601065,2023
BHS,Bahamas,Region of the Americas,2021,13,3.3,2.9,Medium,HI,20-24 years,4.132822390671065,1.4110163701722491,7.217447272053174,901.5698985442244,0.991973435308622,4.6172059582613745,2023
BHS,Bahamas,Region of the Americas,2021,13,3.3,2.9,Medium,HI,25+ years,4.132822390671065,1.4110163701722491,7.217447272053174,932.7505255076755,0.9342643065692096,6.86558299900911,2023
BHS,Bahamas,Region of the Americas,2021,13,3.3,2.9,Medium,HI,<20 years,4.132822390671065,1.4110163701722491,7.217447272053174,380.358960655566,0.277728545447152,0.6447290561044792,2023
BRB,Barbados,Region of the Americas,2021,10,3.5,2.8,Low,HI,20-24 years,2.047493396145454,0.4765055142453259,3.8446633278128264,836.1421752235591,1.6023876643456632,7.341700982678145,2023
BRB,Barbados,Region of the Americas,2021,10,3.5,2.8,Low,HI,25+ years,2.047493396145454,0.4765055142453259,3.8446633278128264,868.6192372974928,1.4417127478994112,12.558577878966169,2023
BRB,Barbados,Region of the Americas,2021,10,3.5,2.8,Low,HI,<20 years,2.047493396145454,0.4765055142453259,3.8446633278128264,333.0732519233743,0.4101629462062227,1.246320229324149,2023
BLZ,Belize,Region of the Americas,2021,17,4.2,4.6,High,UMI,20-24 years,3.173826927982275,0.539054261484312,5.946129475027182,956.132661704162,1.7098530070125133,12.428382428506652,2023
BLZ,Belize,Region of the Americas,2021,17,4.2,4.6,High,UMI,25+ years,3.173826927982275,0.539054261484312,5.946129475027182,978.5177840694176,2.5244401189624286,18.02862259357401,2023
BLZ,Belize,Region of the Americas,2021,17,4.2,4.6,High,UMI,<20 years,3.173826927982275,0.539054261484312,5.946129475027182,339.28251636753697,0.5142068875115042,1.480104044398954,2023
BOL,Bolivia,Region of the Americas,2021,501,4.2,5.1,Very low,LMI,20-24 years,4.29158145398237,1.1389801488444784,7.827498880711309,661.2031616093433,6.87465274364306,11.48107246720441,2023
BOL,Bolivia,Region of the Americas,2021,501,4.2,5.1,Very low,LMI,25+ years,4.29158145398237,1.1389801488444784,7.827498880711309,767.570298187731,4.1074640329783145,12.596627729674983,2023
BOL,Bolivia,Region of the Americas,2021,501,4.2,5.1,Very low,LMI,<20 years,4.29158145398237,1.1389801488444784,7.827498880711309,226.2959709374684,3.2629743002325675,2.6605583059833786,2023
BRA,Brazil,Region of the Americas,2021,15907,7.6,6.9,High,UMI,20-24 years,4.254415083733091,0.9612411615969456,7.970166343890469,955.5852336586124,5.1711211636267,19.482167383066532,2023
BRA,Brazil,Region of the Americas,2021,15907,7.6,6.9,High,UMI,25+ years,4.254415083733091,0.9612411615969456,7.970166343890469,939.02468087737,4.927784273615914,20.263350110711485,2023
BRA,Brazil,Region of the Americas,2021,15907,7.6,6.9,High,UMI,<20 years,4.254415083733091,0.9612411615969456,7.970166343890469,332.2711927392729,1.508243140582862,2.991711211386853,2023
CAN,Canada,Region of the Americas,2021,3631,9.4,8.1,High,HI,20-24 years,17.977591031048537,9.314913549612244,26.831287156661418,878.0438406831839,9.695087696340504,21.168198769571404,2023
CAN,Canada,Region of the Americas,2021,3631,9.4,8.1,High,HI,25+ years,17.977591031048537,9.314913549612244,26.831287156661418,716.091849937007,6.945267453488183,23.55281823436711,2023
CAN,Canada,Region of the Americas,2021,3631,9.4,8.1,High,HI,<20 years,17.977591031048537,9.314913549612244,26.831287156661418,421.0557724127648,2.319324302558258,4.101232859089321,2023
CHL,Chile,Region of the Americas,2021,1496,7.7,6.8,High,HI,20-24 years,1.8708185034918696,0.476450858739504,3.4251885910049245,1266.1320737833523,5.5694197555181795,19.515761318615233,2023
CHL,Chile,Region of the Americas,2021,1496,7.7,6.8,High,HI,25+ years,1.8708185034918696,0.476450858739504,3.4251885910049245,1096.3094567850592,4.906319664080548,23.467882769501717,2023
CHL,Chile,Region of the Americas,2021,1496,7.7,6.8,High,HI,<20 years,1.8708185034918696,0.476450858739504,3.4251885910049245,613.52708719984,1.383706194336778,2.8315072590931116,2023
COL,Colombia,Region of the Americas,2021,2534,5.0,4.7,High,UMI,20-24 years,0.5714507849749912,0.1854627620003752,0.989715835924414,583.3502582034323,5.279023295468464,16.970698291137673,2023
COL,Colombia,Region of the Americas,2021,2534,5.0,4.7,High,UMI,25+ years,0.5714507849749912,0.1854627620003752,0.989715835924414,597.9529854896174,2.5639688694096012,13.90917864614244,2023
COL,Colombia,Region of the Americas,2021,2534,5.0,4.7,High,UMI,<20 years,0.5714507849749912,0.1854627620003752,0.989715835924414,210.6865110395747,2.8663331475373988,4.482854524033894,2023
CRI,Costa Rica,Region of the Americas,2021,408,8.1,7.6,High,UMI,20-24 years,2.5105118772769135,0.4394993092831881,4.641544079548874,766.0025130729451,4.2255232466353165,21.224379391795107,2023
CRI,Costa Rica,Region of the Americas,2021,408,8.1,7.6,High,UMI,25+ years,2.5105118772769135,0.4394993092831881,4.641544079548874,849.4923315113758,3.1625075040457595,20.467788544577065,2023
CRI,Costa Rica,Region of the Americas,2021,408,8.1,7.6,High,UMI,<20 years,2.5105118772769135,0.4394993092831881,4.641544079548874,288.215765699445,1.915788024868602,3.3070673340029324,2023
CUB,Cuba,Region of the Americas,2021,1534,13.8,9.2,High,UMI,20-24 years,3.796782261150254,0.3815356304768658,7.464870451618353,866.809708788062,2.8230018832376422,12.828638007741471,2023
CUB,Cuba,Region of the Americas,2021,1534,13.8,9.2,High,UMI,25+ years,3.796782261150254,0.3815356304768658,7.464870451618353,895.1109487691193,10.45635140092414,46.40422878532439,2023
CUB,Cuba,Region of the Americas,2021,1534,13.8,9.2,High,UMI,<20 years,3.796782261150254,0.3815356304768658,7.464870451618353,317.47191912963376,1.0567137561196027,1.7034923265141664,2023
DOM,Dominican Republic,Region of the Americas,2021,467,4.2,4.3,Low,UMI,20-24 years,2.1639305456319344,0.4122824327895892,4.0129753992090835,1076.660125948331,2.556986403006447,13.057065922709617,2023
DOM,Dominican Republic,Region of the Americas,2021,467,4.2,4.3,Low,UMI,25+ years,2.1639305456319344,0.4122824327895892,4.0129753992090835,1043.1723374188005,3.120992283863681,21.982087198307116,2023
DOM,Dominican Republic,Region of the Americas,2021,467,4.2,4.3,Low,UMI,<20 years,2.1639305456319344,0.4122824327895892,4.0129753992090835,364.4913035267816,0.6269404585690789,1.5873623644406287,2023
ECU,Ecuador,Region of the Americas,2021,1336,7.6,7.4,Medium,UMI,20-24 years,1.5784985379134715,0.3826417617912879,2.906008286589546,841.9581469303371,6.936043291053691,24.102608196674876,2023
ECU,Ecuador,Region of the Americas,2021,1336,7.6,7.4,Medium,UMI,25+ years,1.5784985379134715,0.3826417617912879,2.906008286589546,865.81998813582,3.3834930981322957,18.194705442741,2023
ECU,Ecuador,Region of the Americas,2021,1336,7.6,7.4,Medium,UMI,<20 years,1.5784985379134715,0.3826417617912879,2.906008286589546,305.0173220890648,3.4826616263380754,4.759918402529938,2023
SLV,El Salvador,Region of the Americas,2021,478,7.6,7.8,Low,UMI,20-24 years,15.955345267745408,1.207040043317855,36.349023059006974,733.0076296632132,6.030147637044965,16.425308910479238,2023
SLV,El Salvador,Region of the Americas,2021,478,7.6,7.8,Low,UMI,25+ years,15.955345267745408,1.207040043317855,36.349023059006974,770.9821723093289,4.647459722315022,21.399796527553267,2023
SLV,El Salvador,Region of the Americas,2021,478,7.6,7.8,Low,UMI,<20 years,15.955345267745408,1.207040043317855,36.349023059006974,263.4705718536737,2.834601038523094,3.0694194704210203,2023
GRD,Grenada,Region of the Americas,2021,2,1.3,1.2,Medium,UMI,20-24 years,5.407722764685417,1.225638735517135,9.388517309989863,843.5048958703455,0.4932203904780226,3.969588888750932,2023
GRD,Grenada,Region of the Americas,2021,2,1.3,1.2,Medium,UMI,25+ years,5.407722764685417,1.225638735517135,9.388517309989863,867.6770153394307,0.9559027939560134,10.075420052502354,2023
GRD,Grenada,Region of the Americas,2021,2,1.3,1.2,Medium,UMI,<20 years,5.407722764685417,1.225638735517135,9.388517309989863,314.2832822715855,0.2052846860273339,0.59569610365511,2023
GTM,Guatemala,Region of the Americas,2021,869,4.9,5.3,High,UMI,20-24 years,14.117024900149849,2.4450802696125233,27.55652110907323,1022.4549488601086,4.472013911828308,12.393082283146889,2023
GTM,Guatemala,Region of the Americas,2021,869,4.9,5.3,High,UMI,25+ years,14.117024900149849,2.4450802696125233,27.55652110907323,1014.3755028271,2.7508548113278324,11.120280363918615,2023
GTM,Guatemala,Region of the Americas,2021,869,4.9,5.3,High,UMI,<20 years,14.117024900149849,2.4450802696125233,27.55652110907323,343.2650056195205,2.2959060368391437,2.553539851509555,2023
GUY,Guyana,Region of the Americas,2021,202,24.8,26.3,Medium,HI,20-24 years,3.297470451787755,1.0767980015802605,5.658898131396553,855.2631921867202,12.378815229944571,48.04998906619016,2023
GUY,Guyana,Region of the Americas,2021,202,24.8,26.3,Medium,HI,25+ years,3.297470451787755,1.0767980015802605,5.658898131396553,880.3587157004696,10.377081524173247,65.63885001527133,2023
GUY,Guyana,Region of the Americas,2021,202,24.8,26.3,Medium,HI,<20 years,3.297470451787755,1.0767980015802605,5.658898131396553,287.89097289299804,3.939046626350344,6.484013580221602,2023
HTI,Haiti,Region of the Americas,2021,889,7.8,9.3,Very low,LMI,20-24 years,5.0024767671515855,1.6966838987353294,8.763732431766512,1090.4565431528426,4.8737698910132705,8.334154664860105,2023
HTI,Haiti,Region of the Americas,2021,889,7.8,9.3,Very low,LMI,25+ years,5.0024767671515855,1.6966838987353294,8.763732431766512,1180.603029589625,3.491288403253925,13.514512499730158,2023
HTI,Haiti,Region of the Americas,2021,889,7.8,9.3,Very low,LMI,<20 years,5.0024767671515855,1.6966838987353294,8.763732431766512,352.2271625708377,1.232721062110776,1.336458360673628,2023
HND,Honduras,Region of the Americas,2021,306,3.0,3.7,Very low,LMI,20-24 years,4.406780661377768,0.5509082182290519,8.77541519406808,835.8263144957858,1.8916408346713596,8.695587279663243,2023
HND,Honduras,Region of the Americas,2021,306,3.0,3.7,Very low,LMI,25+ years,4.406780661377768,0.5509082182290519,8.77541519406808,870.2445565771732,1.4648240194135669,11.033302003819964,2023
HND,Honduras,Region of the Americas,2021,306,3.0,3.7,Very low,LMI,<20 years,4.406780661377768,0.5509082182290519,8.77541519406808,264.54298979160154,0.5980092100024967,1.0838538472289423,2023
JAM,Jamaica,Region of the Americas,2021,48,1.7,1.7,High,UMI,20-24 years,0.6409964916590409,0.2124896183686006,1.0888884130060397,941.7734172835004,0.4512617115510659,3.662620115968286,2023
JAM,Jamaica,Region of the Americas,2021,48,1.7,1.7,High,UMI,25+ years,0.6409964916590409,0.2124896183686006,1.0888884130060397,949.0435666050124,0.5820552958392503,4.372845532775705,2023
JAM,Jamaica,Region of the Americas,2021,48,1.7,1.7,High,UMI,<20 years,0.6409964916590409,0.2124896183686006,1.0888884130060397,354.6202068211109,0.1175825558087484,0.3430090563321438,2023
MEX,Mexico,Region of the Americas,2021,8872,7.0,6.9,High,UMI,20-24 years,2.2373080014365705,0.3680238480816122,4.356755677155908,744.6171674560935,4.933046548669477,19.125023400471857,2023
MEX,Mexico,Region of the Americas,2021,8872,7.0,6.9,High,UMI,25+ years,2.2373080014365705,0.3680238480816122,4.356755677155908,760.8831891919425,2.836738310358579,15.92672646623735,2023
MEX,Mexico,Region of the Americas,2021,8872,7.0,6.9,High,UMI,<20 years,2.2373080014365705,0.3680238480816122,4.356755677155908,275.3504356378487,2.150360445453309,3.684033902836972,2023
NIC,Nicaragua,Region of the Americas,2021,282,4.2,4.2,High,LMI,20-24 years,5.101728469158865,0.567833976985393,10.481519943526974,740.312651006859,7.732673684747066,20.152009080862037,2023
NIC,Nicaragua,Region of the Americas,2021,282,4.2,4.2,High,LMI,25+ years,5.101728469158865,0.567833976985393,10.481519943526974,783.1653191437655,4.155274641781181,20.37101593881157,2023
NIC,Nicaragua,Region of the Americas,2021,282,4.2,4.2,High,LMI,<20 years,5.101728469158865,0.567833976985393,10.481519943526974,248.69415799436808,2.8457308823276657,2.874513481116332,2023
PAN,Panama,Region of the Americas,2021,143,3.3,3.3,High,HI,20-24 years,0.911251166564936,0.2793189065954378,1.5818576351633629,703.2102308792753,3.634749738314992,15.593981035693735,2023
PAN,Panama,Region of the Americas,2021,143,3.3,3.3,High,HI,25+ years,0.911251166564936,0.2793189065954378,1.5818576351633629,751.5303787089592,1.941983223743615,13.96894647481802,2023
PAN,Panama,Region of the Americas,2021,143,3.3,3.3,High,HI,<20 years,0.911251166564936,0.2793189065954378,1.5818576351633629,239.30059345822863,1.444770036101542,3.011505450783287,2023
PRY,Paraguay,Region of the Americas,2021,424,6.4,6.5,Medium,UMI,20-24 years,5.483820748277257,0.8576462389688525,10.522077617622855,833.6632227299525,8.051778248289345,25.453084824736372,2023
PRY,Paraguay,Region of the Americas,2021,424,6.4,6.5,Medium,UMI,25+ years,5.483820748277257,0.8576462389688525,10.522077617622855,815.6566483546958,6.059727962458817,20.273016864871153,2023
PRY,Paraguay,Region of the Americas,2021,424,6.4,6.5,Medium,UMI,<20 years,5.483820748277257,0.8576462389688525,10.522077617622855,294.459861217949,3.116984585855038,4.862062801027079,2023
PER,Peru,Region of the Americas,2021,510,1.5,1.5,Medium,UMI,20-24 years,1.403785758374588,0.5620835130934846,2.270368706288801,735.4755165004469,3.5206809542756408,9.710837187779772,2023
PER,Peru,Region of the Americas,2021,510,1.5,1.5,Medium,UMI,25+ years,1.403785758374588,0.5620835130934846,2.270368706288801,876.2738425886688,1.89621964867318,7.831542996590025,2023
PER,Peru,Region of the Americas,2021,510,1.5,1.5,Medium,UMI,<20 years,1.403785758374588,0.5620835130934846,2.270368706288801,252.64784735897072,2.01046880433752,2.212036255784024,2023
LCA,Saint Lucia,Region of the Americas,2021,9,5.3,4.7,High,UMI,20-24 years,4.000376815190523,1.7780777167557058,6.261290188311397,850.9419924519144,1.936492603599376,14.018423679503314,2023
LCA,Saint Lucia,Region of the Americas,2021,9,5.3,4.7,High,UMI,25+ years,4.000376815190523,1.7780777167557058,6.261290188311397,874.0327874794724,1.2475279832795605,15.52335434273792,2023
LCA,Saint Lucia,Region of the Americas,2021,9,5.3,4.7,High,UMI,<20 years,4.000376815190523,1.7780777167557058,6.261290188311397,322.12561664919394,0.2951390033884772,1.075364381999339,2023
VCT,Saint Vincent and the Grenadines,Region of the Americas,2021,0,0.4,0.3,High,UMI,20-24 years,5.897522002607747,0.7743816904730464,10.751504734534723,822.4549596047641,0.6273458653739128,6.3420370344339085,2023
VCT,Saint Vincent and the Grenadines,Region of the Americas,2021,0,0.4,0.3,High,UMI,25+ years,5.897522002607747,0.7743816904730464,10.751504734534723,839.7428091332303,0.9133143151348048,12.64745499482184,2023
VCT,Saint Vincent and the Grenadines,Region of the Americas,2021,0,0.4,0.3,High,UMI,<20 years,5.897522002607747,0.7743816904730464,10.751504734534723,308.4778368743518,0.1654722173574755,1.0958425618635752,2023
SUR,Suriname,Region of the Americas,2021,138,22.3,22.5,Medium,UMI,20-24 years,2.7109650687606655,0.5673328775892568,5.03585473822293,841.0582812208845,16.860771650433357,56.36629649373465,2023
SUR,Suriname,Region of the Americas,2021,138,22.3,22.5,Medium,UMI,25+ years,2.7109650687606655,0.5673328775892568,5.03585473822293,874.3739672645045,14.045654818431675,68.3176003669447,2023
SUR,Suriname,Region of the Americas,2021,138,22.3,22.5,Medium,UMI,<20 years,2.7109650687606655,0.5673328775892568,5.03585473822293,291.3152054439277,5.721107467148286,6.16518237695749,2023
TTO,Trinidad and Tobago,Region of the Americas,2021,199,13.3,11.6,Low,HI,20-24 years,2.173810170700512,0.6916805594331881,3.6822657421859986,940.39539520017,6.874176479368744,25.716815139863236,2023
TTO,Trinidad and Tobago,Region of the Americas,2021,199,13.3,11.6,Low,HI,25+ years,2.173810170700512,0.6916805594331881,3.6822657421859986,957.3307441131662,6.119532005976298,33.47090560027024,2023
TTO,Trinidad and Tobago,Region of the Americas,2021,199,13.3,11.6,Low,HI,<20 years,2.173810170700512,0.6916805594331881,3.6822657421859986,353.3223211356286,1.3779323628155495,3.3500691954361654,2023
USA,United States of America,Region of the Americas,2021,53162,15.6,14.2,High,HI,20-24 years,31.533030729091788,18.19748612837559,44.85162588250798,1147.1674397863994,6.5423859307445245,26.313668574853065,2023
USA,United States of America,Region of the Americas,2021,53162,15.6,14.2,High,HI,25+ years,31.533030729091788,18.19748612837559,44.85162588250798,942.8819668010816,8.097099663997913,31.19863443363985,2023
USA,United States of America,Region of the Americas,2021,53162,15.6,14.2,High,HI,<20 years,31.533030729091788,18.19748612837559,44.85162588250798,553.3663932440528,1.7483029261017955,4.778859021560797,2023
URY,Uruguay,Region of the Americas,2021,841,24.8,22.0,Medium,HI,20-24 years,2.196211957731134,0.4597547047295308,4.259497017703986,925.2668794569032,7.39500788524678,41.12862060879351,2023
URY,Uruguay,Region of the Americas,2021,841,24.8,22.0,Medium,HI,25+ years,2.196211957731134,0.4597547047295308,4.259497017703986,807.7784371874291,9.74284260420918,52.276616935285055,2023
URY,Uruguay,Region of the Americas,2021,841,24.8,22.0,Medium,HI,<20 years,2.196211957731134,0.4597547047295308,4.259497017703986,451.92077788867095,2.0878348203454884,5.696401637243167,2023
VEN,Venezuela (Bolivarian Republic of),Region of the Americas,2021,2437,8.6,8.9,High,UMI,20-24 years,0.5404174097936993,0.134333198964724,1.019546264537175,978.4400961012956,4.698620578254146,25.489778046415655,2023
VEN,Venezuela (Bolivarian Republic of),Region of the Americas,2021,2437,8.6,8.9,High,UMI,25+ years,0.5404174097936993,0.134333198964724,1.019546264537175,924.694213067654,2.772169144583196,15.666126445803766,2023
VEN,Venezuela (Bolivarian Republic of),Region of the Americas,2021,2437,8.6,8.9,High,UMI,<20 years,0.5404174097936993,0.134333198964724,1.019546264537175,366.23806736952474,2.0187776640424304,4.622975953173294,2023
AFG,Afghanistan,Eastern Mediterranean Region,2021,1438,3.6,5.3,Very low,LI,20-24 years,0.7412596062538822,0.4545816494185541,1.0317903610632797,1226.635823963872,1.4620451498256042,4.865587440746408,2023
AFG,Afghanistan,Eastern Mediterranean Region,2021,1438,3.6,5.3,Very low,LI,25+ years,0.7412596062538822,0.4545816494185541,1.0317903610632797,1198.2071589307034,2.4547904006934496,4.883898414410252,2023
AFG,Afghanistan,Eastern Mediterranean Region,2021,1438,3.6,5.3,Very low,LI,<20 years,0.7412596062538822,0.4545816494185541,1.0317903610632797,386.7067294397757,0.19661009199583,0.7911259085859079,2023
BHR,Bahrain,Eastern Mediterranean Region,2021,70,4.7,4.2,Low,HI,20-24 years,0.4485301133067996,0.0970262390884273,0.6640933245958095,998.6519209211588,2.018500649471166,6.313985741548697,2023
BHR,Bahrain,Eastern Mediterranean Region,2021,70,4.7,4.2,Low,HI,25+ years,0.4485301133067996,0.0970262390884273,0.6640933245958095,970.9651235863124,1.6303060811116792,6.941209046597684,2023
BHR,Bahrain,Eastern Mediterranean Region,2021,70,4.7,4.2,Low,HI,<20 years,0.4485301133067996,0.0970262390884273,0.6640933245958095,393.1323828458145,0.4459731326269564,1.2957912435891654,2023
DJI,Djibouti,Eastern Mediterranean Region,2021,89,8.0,10.1,Very low,LMI,20-24 years,3.540248882725358,2.208775704842879,4.716712540375366,855.387848336065,6.171275116374849,15.447146106956858,2023
DJI,Djibouti,Eastern Mediterranean Region,2021,89,8.0,10.1,Very low,LMI,25+ years,3.540248882725358,2.208775704842879,4.716712540375366,943.3994682624568,9.653450801249596,27.89260933946565,2023
DJI,Djibouti,Eastern Mediterranean Region,2021,89,8.0,10.1,Very low,LMI,<20 years,3.540248882725358,2.208775704842879,4.716712540375366,258.5382312844236,1.3718021790638322,2.368777953680337,2023
EGY,Egypt,Eastern Mediterranean Region,2021,699,0.6,0.7,Low,LMI,20-24 years,0.206159742111272,0.0820312599467539,0.3232947785984831,1216.313872790538,0.6817704582926443,2.0279793291550225,2023
EGY,Egypt,Eastern Mediterranean Region,2021,699,0.6,0.7,Low,LMI,25+ years,0.206159742111272,0.0820312599467539,0.3232947785984831,1166.4921625544894,0.6061532604275975,1.897554772929058,2023
EGY,Egypt,Eastern Mediterranean Region,2021,699,0.6,0.7,Low,LMI,<20 years,0.206159742111272,0.0820312599467539,0.3232947785984831,395.028988043208,0.2089888085700793,0.4206658860399514,2023
IRN,Iran (Islamic Republic of),Eastern Mediterranean Region,2021,3603,4.1,4.1,Medium,UMI,20-24 years,3.303346144962428,1.1059277062007762,5.436244897527397,1036.4042398216632,7.0600107384444755,15.276101570421067,2023
IRN,Iran (Islamic Republic of),Eastern Mediterranean Region,2021,3603,4.1,4.1,Medium,UMI,25+ years,3.303346144962428,1.1059277062007762,5.436244897527397,1005.9091195966748,2.8586904811302913,9.341573302808362,2023
IRN,Iran (Islamic Republic of),Eastern Mediterranean Region,2021,3603,4.1,4.1,Medium,UMI,<20 years,3.303346144962428,1.1059277062007762,5.436244897527397,356.5136162373022,2.6479586645408455,3.1452907060713273,2023
IRQ,Iraq,Eastern Mediterranean Region,2021,1281,3.0,3.8,Low,UMI,20-24 years,2.442019121860339,0.8071453679814345,4.018230931882797,1073.2746145989174,4.5614898281154685,15.16232985031532,2023
IRQ,Iraq,Eastern Mediterranean Region,2021,1281,3.0,3.8,Low,UMI,25+ years,2.442019121860339,0.8071453679814345,4.018230931882797,1029.6654863219692,4.206905860466228,14.381853274088956,2023
IRQ,Iraq,Eastern Mediterranean Region,2021,1281,3.0,3.8,Low,UMI,<20 years,2.442019121860339,0.8071453679814345,4.018230931882797,379.24338766250094,1.121328658403061,2.547646223501689,2023
JOR,Jordan,Eastern Mediterranean Region,2021,67,0.6,0.7,Medium,LMI,20-24 years,0.1911842132913688,0.1128932562542401,0.2557228004986734,1183.603191204007,0.7439979400331733,1.9583488625430925,2023
JOR,Jordan,Eastern Mediterranean Region,2021,67,0.6,0.7,Medium,LMI,25+ years,0.1911842132913688,0.1128932562542401,0.2557228004986734,1128.7307092727615,0.6336549611047685,2.173600341066019,2023
JOR,Jordan,Eastern Mediterranean Region,2021,67,0.6,0.7,Medium,LMI,<20 years,0.1911842132913688,0.1128932562542401,0.2557228004986734,457.7969675234161,0.2803390339706625,0.4038778066884035,2023
KWT,Kuwait,Eastern Mediterranean Region,2021,101,2.3,2.2,Low,HI,20-24 years,0.9149833774154724,0.1081752311981696,1.4072821388636672,995.8534989253776,1.7257906941743146,3.3123742936206684,2023
KWT,Kuwait,Eastern Mediterranean Region,2021,101,2.3,2.2,Low,HI,25+ years,0.9149833774154724,0.1081752311981696,1.4072821388636672,979.8376086178148,1.6908531136075484,4.182283305024386,2023
KWT,Kuwait,Eastern Mediterranean Region,2021,101,2.3,2.2,Low,HI,<20 years,0.9149833774154724,0.1081752311981696,1.4072821388636672,415.74950380522233,0.5277627714560968,0.8294429558793218,2023
LBN,Lebanon,Eastern Mediterranean Region,2021,40,0.7,0.7,Low,LMI,20-24 years,0.6021135173941158,0.4722988788996581,0.7372947396735715,1391.7630104813834,2.07148055563941,2.519904008165805,2023
LBN,Lebanon,Eastern Mediterranean Region,2021,40,0.7,0.7,Low,LMI,25+ years,0.6021135173941158,0.4722988788996581,0.7372947396735715,1336.1394916697568,1.0037776207071172,2.1502015729935424,2023
LBN,Lebanon,Eastern Mediterranean Region,2021,40,0.7,0.7,Low,LMI,<20 years,0.6021135173941158,0.4722988788996581,0.7372947396735715,497.1821743393669,0.5715897880037645,0.5459445495713053,2023
LBY,Libya,Eastern Mediterranean Region,2021,357,5.0,5.1,Very low,UMI,20-24 years,2.4107803326366186,0.8749145203946286,3.860572558203944,1213.8430186428827,4.542915327581909,12.276508000320476,2023
LBY,Libya,Eastern Mediterranean Region,2021,357,5.0,5.1,Very low,UMI,25+ years,2.4107803326366186,0.8749145203946286,3.860572558203944,1188.253940541329,2.4107801902835377,8.074477335175306,2023
LBY,Libya,Eastern Mediterranean Region,2021,357,5.0,5.1,Very low,UMI,<20 years,2.4107803326366186,0.8749145203946286,3.860572558203944,459.0228001201855,1.2449566187880263,2.4369524688111217,2023
MAR,Morocco,Eastern Mediterranean Region,2021,1076,2.9,3.0,Very low,LMI,20-24 years,2.700651468864065,1.773267841193604,3.5958618803308267,1117.7969461857565,5.213647417096187,7.386867879190191,2023
MAR,Morocco,Eastern Mediterranean Region,2021,1076,2.9,3.0,Very low,LMI,25+ years,2.700651468864065,1.773267841193604,3.5958618803308267,1105.2339637203906,2.4470796108394217,6.754477627777854,2023
MAR,Morocco,Eastern Mediterranean Region,2021,1076,2.9,3.0,Very low,LMI,<20 years,2.700651468864065,1.773267841193604,3.5958618803308267,444.309702180646,1.8617866156326064,1.6120701374208652,2023
OMN,Oman,Eastern Mediterranean Region,2021,41,0.9,0.9,Very low,HI,20-24 years,0.3592791146310107,0.096697657055974,0.5344535549030182,923.6304026535392,0.5797266681652861,2.9197217169127727,2023
OMN,Oman,Eastern Mediterranean Region,2021,41,0.9,0.9,Very low,HI,25+ years,0.3592791146310107,0.096697657055974,0.5344535549030182,868.2918699874483,0.4570442620275718,2.306470224043456,2023
OMN,Oman,Eastern Mediterranean Region,2021,41,0.9,0.9,Very low,HI,<20 years,0.3592791146310107,0.096697657055974,0.5344535549030182,274.8801259400395,0.1343208654148236,0.4445244697522537,2023
PAK,Pakistan,Eastern Mediterranean Region,2021,13506,5.6,6.5,Very low,LMI,20-24 years,1.014589162477747,0.442872913835571,1.5347088307626038,1182.57507919487,7.820495910201158,18.695452102241035,2023
PAK,Pakistan,Eastern Mediterranean Region,2021,13506,5.6,6.5,Very low,LMI,25+ years,1.014589162477747,0.442872913835571,1.5347088307626038,1159.7086390714746,4.453535977620348,16.357948366948506,2023
PAK,Pakistan,Eastern Mediterranean Region,2021,13506,5.6,6.5,Very low,LMI,<20 years,1.014589162477747,0.442872913835571,1.5347088307626038,355.77874929107566,1.5877199226752403,3.0718080129399663,2023
QAT,Qatar,Eastern Mediterranean Region,2021,132,4.7,4.2,Very low,HI,20-24 years,0.1672039591512523,0.1427257184665679,0.1706345518746342,815.8814707291663,1.2228757539431725,7.156980892349758,2023
QAT,Qatar,Eastern Mediterranean Region,2021,132,4.7,4.2,Very low,HI,25+ years,0.1672039591512523,0.1427257184665679,0.1706345518746342,787.4228347812369,0.9058432379601534,4.051709327305808,2023
QAT,Qatar,Eastern Mediterranean Region,2021,132,4.7,4.2,Very low,HI,<20 years,0.1672039591512523,0.1427257184665679,0.1706345518746342,288.18462241775234,0.3618854794436376,1.6964066793483128,2023
SAU,Saudi Arabia,Eastern Mediterranean Region,2021,296,0.9,1.6,High,HI,20-24 years,0.2021592356684173,0.0618216597851682,0.2810846191892022,1030.431417483163,1.931262614630049,7.732353639185299,2023
SAU,Saudi Arabia,Eastern Mediterranean Region,2021,296,0.9,1.6,High,HI,25+ years,0.2021592356684173,0.0618216597851682,0.2810846191892022,974.86652118123,2.0014661016586337,6.067108103258524,2023
SAU,Saudi Arabia,Eastern Mediterranean Region,2021,296,0.9,1.6,High,HI,<20 years,0.2021592356684173,0.0618216597851682,0.2810846191892022,359.46673397124823,0.5485236399550721,1.219733235805592,2023
